,frankenstein,dracula,treasure_island,monte_cristo,republic,communist_manifesto
entitle,0,0,0,1,1,0
reassurance,0,0,0,1,0,0
hereditary,0,0,0,2,3,0
kidnappers,0,0,0,1,0,0
minor,0,0,0,4,3,0
grammarians,0,0,0,1,0,0
divulge,0,0,0,1,0,0
mistrusts,0,0,0,1,0,0
recited,0,0,0,3,2,0
upstart,0,0,0,1,0,1
counteract,0,0,0,1,0,0
surety,0,0,0,2,0,0
adviser,0,0,0,4,0,0
disfigured,0,0,0,3,3,0
austrians,0,0,0,1,0,0
presentable,0,0,0,1,0,0
feigning,0,0,0,3,2,0
cleverly,0,0,0,4,1,0
reunited,0,0,0,2,0,0
denoted,0,0,0,1,4,0
indefinable,0,0,0,3,1,0
effrontery,0,0,0,1,0,0
alluding,0,0,0,1,2,0
writer,0,0,0,2,14,0
gozzi,0,0,0,1,0,0
nes,0,0,0,1,0,0
marchese,0,0,0,1,0,0
ferrea,0,0,0,1,0,0
conformed,0,0,0,1,2,0
dupe,0,0,0,2,0,0
grieves,0,0,0,4,0,0
deputes,0,0,0,1,0,0
cramming,0,0,0,1,0,0
patent,0,0,0,1,0,0
ronique,0,0,0,1,0,0
devedeux,0,0,0,1,0,0
phaeton,0,0,0,7,0,0
baptiste,0,0,0,2,0,0
miscreants,0,0,0,1,0,0
screened,0,0,0,2,0,0
brunette,0,0,0,2,0,0
unreserved,0,0,0,1,0,0
disparaging,0,0,0,1,0,0
suitors,0,0,0,1,1,0
dislikes,0,0,0,1,4,0
sabring,0,0,0,1,0,0
bedouins,0,0,0,1,0,0
unmarried,0,0,0,1,1,0
grandmother,0,0,0,25,0,0
reversion,0,0,0,1,0,0
avaricious,0,0,0,2,7,0
professes,0,0,0,1,3,0
anterior,0,0,0,1,0,0
reminiscence,0,0,0,1,1,0
prophecy,0,0,0,1,1,0
foretelling,0,0,0,1,0,0
epitome,0,0,0,2,1,0
eloquently,0,0,0,1,1,0
meets,0,0,0,1,6,0
introduces,0,0,0,1,7,0
influencing,0,0,0,1,0,0
diplomatically,0,0,0,1,0,0
dictating,0,0,0,3,0,0
extol,0,0,0,1,1,0
embarrasses,0,0,0,1,0,0
ostensible,0,0,0,1,0,0
warms,0,0,0,1,0,0
reciprocity,0,0,0,1,0,0
conclusive,0,0,0,1,0,0
inspirations,0,0,0,1,0,0
provoking,0,0,0,2,1,0
pretensions,0,0,0,1,0,0
pranced,0,0,0,1,0,0
accustoms,0,0,0,1,0,0
littlest,0,0,0,1,0,0
impassioned,0,0,0,1,0,0
barrois,0,0,0,91,0,0
paralytic,0,0,0,17,1,0
casters,0,0,0,1,0,0
dwells,0,0,0,1,5,0
granddaughter,0,0,0,14,0,0
untiring,0,0,0,1,0,0
assiduity,0,0,0,1,0,0
necessities,0,0,0,1,4,0
conference,0,0,0,5,0,0
preamble,0,0,0,3,1,0
preclude,0,0,0,1,0,0
qualification,0,0,0,1,4,0
gainer,0,0,0,1,3,0
perpetrators,0,0,0,1,2,0
ruthlessly,0,0,0,1,0,0
mastering,0,0,0,1,1,0
enfeebled,0,0,0,2,0,0
provoked,0,0,0,4,0,0
heightened,0,0,0,4,1,0
afflicts,0,0,0,1,0,0
sympathize,0,0,0,4,2,0
alphabet,0,0,0,5,1,0
ni,0,0,0,1,0,0
devising,0,0,0,1,2,0
expedients,0,0,0,1,0,0
perfected,0,0,0,1,5,0
contradicted,0,0,0,5,1,0
knitted,0,0,0,2,0,0
disapprobation,0,0,0,2,0,0
legally,0,0,0,1,0,0
detriment,0,0,0,1,0,0
wording,0,0,0,1,0,0
wa,0,0,0,1,0,0
publishing,0,0,0,1,0,0
generality,0,0,0,2,0,0
contested,0,0,0,1,0,0
couched,0,0,0,1,0,0
gradation,0,0,0,1,1,1
interrogation,0,0,0,2,2,0
interrogating,0,0,0,2,0,0
scrip,0,0,0,1,0,0
invested,0,0,0,2,1,0
dissent,0,0,0,1,3,0
residuary,0,0,0,1,0,0
legatee,0,0,0,1,0,0
inability,0,0,0,3,3,0
inheritor,0,0,0,1,0,0
notaries,0,0,0,5,0,0
impaired,0,0,0,1,0,0
connect,0,0,0,1,7,0
disinherit,0,0,0,4,0,0
repressing,0,0,0,3,0,0
inward,0,0,0,4,5,0
determines,0,0,0,1,1,0
charitable,0,0,0,7,0,0
subtract,0,0,0,1,0,0
deschamps,0,0,0,5,0,0
immaterial,0,0,0,4,0,0
vexes,0,0,0,2,0,0
inflicting,0,0,0,1,0,0
parables,0,0,0,1,0,0
mischievously,0,0,0,1,0,0
relationship,0,0,0,1,2,0
reverenced,0,0,0,1,1,0
vents,0,0,0,1,0,0
pecuniary,0,0,0,3,0,0
deprivation,0,0,0,1,2,0
whomever,0,0,0,1,0,0
disinherits,0,0,0,3,0,0
utopian,0,0,0,1,0,4
renewal,0,0,0,1,0,0
feuds,0,0,0,1,0,0
applaud,0,0,0,2,2,0
privations,0,0,0,2,0,0
renouncing,0,0,0,2,0,0
moderating,0,0,0,1,1,0
discredit,0,0,0,1,1,0
revocation,0,0,0,1,0,0
counsellor,0,0,0,1,4,0
sacrifices,0,0,0,2,18,0
meritorious,0,0,0,1,0,0
mused,0,0,0,1,0,0
hillock,0,0,0,2,0,0
sender,0,0,0,1,0,0
sylphs,0,0,0,1,0,0
gnomes,0,0,0,1,0,0
fagged,0,0,0,1,0,0
factions,0,0,0,1,2,0
mover,0,0,0,1,0,0
astronomer,0,0,0,1,1,0
angler,0,0,0,1,0,0
bellied,0,0,0,1,0,0
chrysalis,0,0,0,1,0,0
observatory,0,0,0,1,0,0
unimpaired,0,0,0,1,1,0
telegraphs,0,0,0,2,0,1
natured,0,0,0,5,0,0
duch,0,0,0,1,0,0
montalivet,0,0,0,1,0,0
bayonne,0,0,0,3,0,0
mystified,0,0,0,1,0,0
graphein,0,0,0,1,0,0
tillon,0,0,0,1,0,0
montlh,0,0,0,3,0,0
redounding,0,0,0,1,0,0
linas,0,0,0,1,0,0
contrivance,0,0,0,1,0,0
ivy,0,0,0,1,0,0
likened,0,0,0,1,0,0
grandchildren,0,0,0,3,1,0
edged,0,0,0,1,0,0
rubens,0,0,0,1,0,0
flora,0,0,0,1,0,0
goddess,0,0,0,2,5,0
purer,0,0,0,1,6,0
slug,0,0,0,1,0,0
aphis,0,0,0,1,0,0
humidity,0,0,0,1,0,0
tank,0,0,0,1,0,0
frog,0,0,0,1,0,0
toad,0,0,0,1,0,0
weed,0,0,0,1,0,0
cacti,0,0,0,1,0,0
rhododendrons,0,0,0,2,0,0
jardini,0,0,0,1,0,0
agriculture,0,0,0,1,3,6
wheelbarrow,0,0,0,1,0,0
grape,0,0,0,2,0,0
simon,0,0,0,3,0,1
greediness,0,0,0,1,0,0
repents,0,0,0,2,0,0
dial,0,0,0,3,0,0
petronius,0,0,0,1,0,0
dormouse,0,0,0,1,0,0
apricots,0,0,0,1,0,0
nectarine,0,0,0,2,0,0
horticulturist,0,0,0,1,0,0
spades,0,0,0,1,0,0
rakes,0,0,0,1,0,0
pitcher,0,0,0,1,0,0
seeds,0,0,0,1,3,0
botanist,0,0,0,1,0,0
telegraphing,0,0,0,2,0,0
holidays,0,0,0,3,0,0
prune,0,0,0,1,0,0
gardening,0,0,0,1,0,0
scourges,0,0,0,1,1,0
fined,0,0,0,2,0,0
grafting,0,0,0,2,0,0
signalling,0,0,0,1,0,0
redoubles,0,0,0,2,1,0
nectarines,0,0,0,1,0,0
shares,0,0,0,9,1,0
messager,0,0,0,3,0,0
catalonian,0,0,0,1,0,0
barcelona,0,0,0,2,0,0
moniteur,0,0,0,1,0,0
improperly,0,0,0,1,0,0
outdone,0,0,0,1,0,0
poplars,0,0,0,2,0,0
foreground,0,0,0,1,0,0
paving,0,0,0,2,0,1
unrecognizable,0,0,0,1,0,0
overseer,0,0,0,1,0,0
antechambers,0,0,0,2,0,0
staircases,0,0,0,3,0,0
equipages,0,0,0,2,0,0
encased,0,0,0,1,0,0
neighs,0,0,0,1,0,0
novels,0,0,0,2,0,0
published,0,0,0,3,1,1
conservatory,0,0,0,4,0,0
jars,0,0,0,8,0,0
greenhouse,0,0,0,2,0,0
players,0,0,0,3,6,0
knick,0,0,0,1,0,0
knacks,0,0,0,1,0,0
petting,0,0,0,1,0,0
distanced,0,0,0,1,0,0
arabians,0,0,0,1,0,0
peristyle,0,0,0,1,0,0
grimace,0,0,0,1,0,0
marine,0,0,0,1,0,0
manufactured,0,0,0,2,1,0
manufacturers,0,0,0,1,0,0
oven,0,0,0,2,0,0
divers,0,0,0,1,4,0
misshapen,0,0,0,1,0,0
cactus,0,0,0,1,0,0
recommend,0,0,0,6,0,0
hobbema,0,0,0,2,0,0
mieris,0,0,0,1,0,0
gerard,0,0,0,1,0,0
douw,0,0,0,1,0,0
dyck,0,0,0,1,0,0
zurbaran,0,0,0,1,0,0
murillo,0,0,0,2,0,0
criticising,0,0,0,1,0,0
speculating,0,0,0,3,0,0
dissimulate,0,0,0,2,0,0
enceinte,0,0,0,2,0,0
banquo,0,0,0,1,0,0
tenacious,0,0,0,2,0,0
overleap,0,0,0,1,0,0
stiffness,0,0,0,2,0,0
fairies,0,0,0,2,0,0
apicius,0,0,0,1,0,0
expend,0,0,0,5,0,0
lorenzo,0,0,0,1,0,0
medici,0,0,0,2,0,0
superfluities,0,0,0,2,0,0
pacifying,0,0,0,1,1,0
sterlet,0,0,0,4,0,0
lamprey,0,0,0,3,0,0
sterlets,0,0,0,1,0,0
volga,0,0,0,3,0,0
fusaro,0,0,0,3,0,0
lampreys,0,0,0,3,0,0
cupitor,0,0,0,1,0,0
impossibilium,0,0,0,1,0,0
salmon,0,0,0,1,0,0
casks,0,0,0,2,2,0
aquatic,0,0,0,1,0,0
mulus,0,0,0,1,0,0
goldfish,0,0,0,1,0,0
rainbow,0,0,0,1,4,0
prismatic,0,0,0,1,0,0
promptitude,0,0,0,2,0,0
advertised,0,0,0,1,0,0
elapse,0,0,0,2,0,0
bribed,0,0,0,1,1,1
ganges,0,0,0,4,0,0
rarest,0,0,0,2,0,0
boudoirs,0,0,0,1,0,0
redecorated,0,0,0,1,0,0
crayon,0,0,0,1,0,0
dampness,0,0,0,1,0,0
pisa,0,0,0,1,0,0
ferrara,0,0,0,1,0,0
tasso,0,0,0,1,0,0
rimini,0,0,0,1,0,0
francesca,0,0,0,1,0,0
othello,0,0,0,1,0,0
lucina,0,0,0,1,0,0
dieu,0,0,0,6,0,0
plantain,0,0,0,1,0,0
stiffen,0,0,0,2,0,0
exteriors,0,0,0,1,0,0
infanticides,0,0,0,1,0,0
innocently,0,0,0,1,0,0
landau,0,0,0,2,0,0
caricature,0,0,0,1,0,0
absurdity,0,0,0,2,8,1
dilating,0,0,0,2,0,0
necked,0,0,0,1,0,0
asset,0,0,0,1,0,0
annually,0,0,0,1,0,0
nil,0,0,0,1,0,0
admirari,0,0,0,1,0,0
trout,0,0,0,2,0,0
independently,0,0,0,1,2,1
separately,0,0,0,2,1,0
scold,0,0,0,2,1,0
sunburnt,0,0,0,1,1,0
carbuncles,0,0,0,1,0,0
interrogator,0,0,0,2,0,0
intruder,0,0,0,1,1,0
impudently,0,0,0,1,0,0
var,0,0,0,1,0,0
stockbroker,0,0,0,3,0,0
beans,0,0,0,1,1,0
degrade,0,0,0,1,1,0
transact,0,0,0,5,0,0
abolished,0,0,0,1,1,2
napoleons,0,0,0,1,0,0
honorably,0,0,0,3,0,0
reputed,0,0,0,1,6,0
inoffensively,0,0,0,1,0,0
greatcoat,0,0,0,5,0,0
boulevards,0,0,0,4,0,0
volution,0,0,0,1,0,0
hearths,0,0,0,1,0,0
carrousel,0,0,0,1,0,0
roch,0,0,0,1,0,0
michodi,0,0,0,1,0,0
inherent,0,0,0,1,12,0
womanhood,0,0,0,1,2,0
proprio,0,0,0,1,0,0
motu,0,0,0,1,0,0
caressed,0,0,0,1,0,0
caress,0,0,0,1,0,0
spaniel,0,0,0,1,0,0
reseated,0,0,0,1,0,0
quotations,0,0,0,1,2,0
aggression,0,0,0,1,1,0
nathan,0,0,0,1,0,0
athalie,0,0,0,1,0,0
transit,0,0,0,2,0,0
impassibility,0,0,0,2,0,0
pactolus,0,0,0,1,0,0
demoustier,0,0,0,1,0,0
riddles,0,0,0,1,1,0
dinning,0,0,0,1,2,0
jingling,0,0,0,2,0,0
surprises,0,0,0,1,0,0
liveliest,0,0,0,1,0,0
haitian,0,0,0,4,0,0
companies,0,0,0,2,0,0
foreseen,0,0,0,4,2,0
expulsion,0,0,0,2,4,0
pocketed,0,0,0,2,0,0
bidassoa,0,0,0,1,0,0
expresses,0,0,0,3,5,0
pocketing,0,0,0,1,0,0
roulette,0,0,0,1,0,0
wins,0,0,0,1,2,0
loser,0,0,0,1,2,0
baritone,0,0,0,1,0,0
tre,0,0,0,3,0,0
italien,0,0,0,1,0,0
danseuse,0,0,0,2,0,0
signifies,0,0,0,4,0,0
gratis,0,0,0,1,0,0
blacken,0,0,0,1,0,0
speculate,0,0,0,5,0,0
irregularities,0,0,0,1,0,0
conjuring,0,0,0,2,1,0
withheld,0,0,0,4,0,0
bankrupts,0,0,0,2,0,0
scandalous,0,0,0,2,1,0
unsealing,0,0,0,1,0,0
dispatches,0,0,0,1,0,0
capitalist,0,0,0,2,0,2
comet,0,0,0,1,0,0
presages,0,0,0,1,0,0
manfredi,0,0,0,2,0,0
suspends,0,0,0,1,0,0
unpaid,0,0,0,1,0,0
stager,0,0,0,1,0,0
magnetism,0,0,0,2,0,0
speculates,0,0,0,2,0,0
regulating,0,0,0,1,3,0
compassionately,0,0,0,1,0,0
assortments,0,0,0,1,0,0
funded,0,0,0,1,0,0
manufacturing,0,0,0,1,0,4
viceroyalties,0,0,0,1,0,0
locomotive,0,0,0,1,0,0
magnified,0,0,0,1,1,0
calculator,0,0,0,1,0,0
nutrition,0,0,0,1,0,0
galleons,0,0,0,1,0,0
pioneers,0,0,0,1,0,0
certainties,0,0,0,2,1,0
mountebank,0,0,0,1,0,1
pharaoh,0,0,0,1,0,0
moons,0,0,0,1,0,0
daubing,0,0,0,1,0,0
bond,0,0,0,4,5,0
stingy,0,0,0,1,0,0
ultramontane,0,0,0,1,0,0
misers,0,0,0,1,1,0
fenzi,0,0,0,1,0,0
unassuming,0,0,0,1,0,0
jews,0,0,0,1,2,0
noblemen,0,0,0,1,1,0
podest,0,0,0,1,0,0
condottieri,0,0,0,1,0,0
lets,0,0,0,2,3,0
shuffling,0,0,0,1,0,0
bavarian,0,0,0,1,0,0
peruvian,0,0,0,1,0,0
dorado,0,0,0,1,0,0
potos,0,0,0,1,0,0
dieppe,0,0,0,2,0,0
sardonic,0,0,0,1,0,0
morcerfs,0,0,0,5,0,0
mondego,0,0,0,13,0,0
parvenus,0,0,0,1,0,0
mazarine,0,0,0,1,0,0
gu,0,0,0,1,0,0
gaud,0,0,0,1,0,0
bonnet,0,0,0,4,0,0
dauphine,0,0,0,2,0,0
pas,0,0,0,1,0,0
perdus,0,0,0,1,0,0
reclose,0,0,0,1,0,0
notoriety,0,0,0,2,0,0
ennobles,0,0,0,1,0,0
specious,0,0,0,1,1,0
flushing,0,0,0,1,0,0
sa,0,0,0,1,0,0
tenant,0,0,0,5,0,0
cancelling,0,0,0,1,0,0
resilition,0,0,0,1,0,0
annulled,0,0,0,1,0,0
railings,0,0,0,1,0,0
skeletons,0,0,0,1,0,0
mow,0,0,0,1,0,0
stabbed,0,0,0,5,0,0
laburnum,0,0,0,2,0,0
rockery,0,0,0,1,0,0
encumbers,0,0,0,1,0,0
foundling,0,0,0,3,1,0
dramatist,0,0,0,2,0,0
novel,0,0,0,2,2,0
urges,0,0,0,1,2,0
urgency,0,0,0,1,0,0
frivolity,0,0,0,1,0,0
invariable,0,0,0,1,5,0
martyrdom,0,0,0,2,0,0
spouse,0,0,0,1,0,0
verses,0,0,0,1,8,0
witty,0,0,0,2,0,1
mab,0,0,0,1,0,0
titania,0,0,0,1,0,0
marl,0,0,0,1,0,0
fossin,0,0,0,1,0,0
shines,0,0,0,3,2,0
worldling,0,0,0,1,0,0
perceives,0,0,0,1,2,0
revoltingly,0,0,0,1,0,0
foppish,0,0,0,2,0,0
retract,0,0,0,8,1,0
hatchet,0,0,0,5,0,0
messieurs,0,0,0,1,0,0
challenging,0,0,0,1,0,0
unsolved,0,0,0,1,0,0
imagines,0,0,0,1,8,0
suppositions,0,0,0,1,1,0
aguesseau,0,0,0,1,0,0
indiscreetly,0,0,0,1,0,0
repute,0,0,0,1,0,0
strictest,0,0,0,2,1,0
storied,0,0,0,1,0,0
sulpice,0,0,0,1,0,0
wainscoted,0,0,0,1,0,0
timepiece,0,0,0,3,0,0
theological,0,0,0,1,1,0
utrecht,0,0,0,1,0,0
prie,0,0,0,1,0,0
tourists,0,0,0,1,0,0
rou,0,0,0,2,0,0
rapping,0,0,0,2,0,0
monk,0,0,0,1,0,0
cowl,0,0,0,1,0,0
fulfils,0,0,0,1,0,0
envoy,0,0,0,7,0,0
zaccone,0,0,0,11,0,0
affable,0,0,0,3,0,0
territorial,0,0,0,1,0,0
lutheran,0,0,0,2,0,0
jesus,0,0,0,1,1,0
testimonials,0,0,0,1,0,0
monarchs,0,0,0,1,0,0
destroyers,0,0,0,1,1,0
quaker,0,0,0,3,0,0
pisani,0,0,0,1,0,0
institution,0,0,0,1,13,0
almsgiver,0,0,0,1,0,0
unchangeable,0,0,0,1,4,0
cupid,0,0,0,1,0,0
engraving,0,0,0,1,0,0
belisarius,0,0,0,1,0,0
grayish,0,0,0,1,0,0
kerseymere,0,0,0,1,0,0
straps,0,0,0,1,0,0
idiom,0,0,0,1,0,0
aw,0,0,0,2,0,0
hulks,0,0,0,1,0,0
thessaly,0,0,0,3,0,0
navarino,0,0,0,1,0,0
consolidated,0,0,0,1,0,0
otho,0,0,0,2,0,0
physicist,0,0,0,1,0,0
telegraphy,0,0,0,1,0,0
miser,0,0,0,3,2,0
mineral,0,0,0,2,0,0
bagn,0,0,0,1,0,0
luchon,0,0,0,1,0,0
cauterets,0,0,0,1,0,0
badhaus,0,0,0,1,0,0
contiguous,0,0,0,2,0,0
discomfiture,0,0,0,3,0,0
redness,0,0,0,1,0,0
feud,0,0,0,1,0,0
undecided,0,0,0,1,1,0
copying,0,0,0,1,0,0
myosotis,0,0,0,2,0,0
elssler,0,0,0,1,0,0
boiteux,0,0,0,1,0,0
ecstasies,0,0,0,1,0,1
cachucha,0,0,0,1,0,0
unexceptional,0,0,0,1,0,0
unornamented,0,0,0,1,0,0
geniuses,0,0,0,1,0,0
institute,0,0,0,1,0,0
academicians,0,0,0,1,0,0
academician,0,0,0,3,0,0
thrusts,0,0,0,1,1,0
madder,0,0,0,1,1,0
punches,0,0,0,1,0,0
spinal,0,0,0,2,0,0
whalebone,0,0,0,1,0,0
punched,0,0,0,1,0,0
opponents,0,0,0,1,8,1
peerage,0,0,0,1,0,0
operas,0,0,0,2,0,0
cle,0,0,0,1,0,0
royalty,0,0,0,1,0,0
franck,0,0,0,1,0,0
poulmann,0,0,0,1,0,0
frankfurt,0,0,0,1,0,0
courier,0,0,0,4,0,0
salver,0,0,0,1,0,0
jessamine,0,0,0,5,0,0
talkers,0,0,0,1,0,0
partant,0,0,0,1,0,0
syrie,0,0,0,1,0,0
lindens,0,0,0,1,0,0
gauze,0,0,0,1,0,0
muscatel,0,0,0,3,0,0
reproof,0,0,0,1,0,0
inordinate,0,0,0,1,0,0
beholds,0,0,0,1,2,0
eminences,0,0,0,1,0,0
perilously,0,0,0,1,0,0
laboriously,0,0,0,2,0,0
erwhelm,0,0,0,1,0,0
phosphoric,0,0,0,2,0,0
discoverer,0,0,0,1,0,0
unannounced,0,0,0,1,0,0
preface,0,0,0,1,0,0
unwell,0,0,0,1,1,0
throbbed,0,0,0,2,0,0
relaxes,0,0,0,1,0,0
grandmamma,0,0,0,7,0,0
heartwrung,0,0,0,1,0,0
orangeade,0,0,0,2,0,0
beverage,0,0,0,7,0,0
circumlocution,0,0,0,2,0,0
dissensions,0,0,0,1,0,0
coincide,0,0,0,1,5,0
discrediting,0,0,0,1,0,0
extraction,0,0,0,1,0,0
consumptive,0,0,0,1,0,0
avrigny,0,0,0,124,0,0
antoinette,0,0,0,3,0,0
incapability,0,0,0,1,0,0
hallucinations,0,0,0,1,0,0
presentiments,0,0,0,2,0,0
goaded,0,0,0,1,1,0
admires,0,0,0,1,0,0
pretends,0,0,0,4,2,0
decrees,0,0,0,1,0,0
heighten,0,0,0,1,0,0
gambler,0,0,0,2,0,0
entwined,0,0,0,1,0,0
justification,0,0,0,2,0,1
signing,0,0,0,8,0,0
billet,0,0,0,1,0,0
roule,0,0,0,3,0,0
ladders,0,0,0,3,0,0
clover,0,0,0,5,0,0
rectified,0,0,0,2,0,0
alternations,0,0,0,1,0,0
interruptions,0,0,0,1,1,0
sycamore,0,0,0,2,0,0
tetanus,0,0,0,3,0,0
spasms,0,0,0,1,0,0
excitation,0,0,0,1,0,0
harbored,0,0,0,1,0,0
conscientious,0,0,0,4,0,0
errare,0,0,0,1,0,0
humanum,0,0,0,1,0,0
imputed,0,0,0,1,0,0
nightlamp,0,0,0,1,0,0
magdalen,0,0,0,1,0,0
correggio,0,0,0,1,0,0
safeguard,0,0,0,1,2,0
austere,0,0,0,1,0,0
interrogative,0,0,0,2,2,0
coloring,0,0,0,3,0,0
burdens,0,0,0,1,0,0
giants,0,0,0,3,1,0
docility,0,0,0,1,0,0
coaches,0,0,0,5,0,0
pini,0,0,0,1,0,0
dignitaries,0,0,0,1,0,0
funerals,0,0,0,1,0,0
hearse,0,0,0,2,0,0
pomp,0,0,0,2,2,0
devotees,0,0,0,1,0,0
conventionalist,0,0,0,1,0,0
considers,0,0,0,1,6,0
amiability,0,0,0,3,0,0
accost,0,0,0,1,0,0
tacitly,0,0,0,2,0,0
mausoleum,0,0,0,2,0,0
voltaire,0,0,0,1,0,0
piron,0,0,0,1,0,0
eo,0,0,0,1,0,0
rus,0,0,0,1,0,0
unbearable,0,0,0,2,0,0
associating,0,0,0,2,0,0
thrift,0,0,0,1,0,0
labels,0,0,0,1,0,0
bronze,0,0,0,2,0,0
loungers,0,0,0,2,0,0
picnic,0,0,0,1,0,0
trestles,0,0,0,1,0,0
crypt,0,0,0,2,0,0
forboded,0,0,0,1,0,0
bequeaths,0,0,0,1,1,0
beauveau,0,0,0,1,0,0
adhering,0,0,0,1,0,0
apprise,0,0,0,6,0,0
alienate,0,0,0,2,0,0
alienated,0,0,0,1,0,0
null,0,0,0,1,0,0
incapacitate,0,0,0,1,0,0
nortier,0,0,0,2,0,0
durand,0,0,0,1,0,0
untied,0,0,0,1,0,0
undersigned,0,0,0,1,0,0
beaurepaire,0,0,0,2,0,0
tienne,0,0,0,4,0,0
duchampy,0,0,0,2,0,0
brigade,0,0,0,2,0,0
claude,0,0,0,1,0,0
lecharpal,0,0,0,2,0,0
recommending,0,0,0,2,0,0
flavien,0,0,0,1,0,0
dynasty,0,0,0,1,0,0
councillor,0,0,0,1,0,0
explicitly,0,0,0,2,0,0
constrain,0,0,0,1,0,0
enroll,0,0,0,1,0,0
twofold,0,0,0,4,2,0
conceding,0,0,0,1,0,0
allegiance,0,0,0,1,0,0
rashness,0,0,0,1,0,0
disavowing,0,0,0,1,0,0
resorting,0,0,0,1,0,0
bandaging,0,0,0,1,0,0
ormes,0,0,0,1,0,0
hoarfrost,0,0,0,1,0,0
barge,0,0,0,1,0,0
swordsmen,0,0,0,1,0,0
onset,0,0,0,1,0,0
calming,0,0,0,1,0,0
unbuttoning,0,0,0,1,0,0
infringement,0,0,0,1,0,0
scars,0,0,0,2,0,0
gaming,0,0,0,1,0,0
courtiers,0,0,0,1,0,0
quarries,0,0,0,3,0,0
delightfully,0,0,0,1,0,0
goethe,0,0,0,1,2,0
satirical,0,0,0,1,3,0
minerva,0,0,0,1,0,0
sappho,0,0,0,1,0,0
tableaux,0,0,0,1,0,0
vivants,0,0,0,1,0,0
antonia,0,0,0,1,0,0
cremona,0,0,0,1,0,0
sanctum,0,0,0,1,0,0
simulating,0,0,0,1,0,0
claudius,0,0,0,1,0,0
mourned,0,0,0,2,0,0
democrat,0,0,0,1,7,0
tenor,0,0,0,1,1,0
soprano,0,0,0,2,0,0
thalberg,0,0,0,1,0,0
cavatina,0,0,0,1,0,0
ti,0,0,0,2,0,0
bravi,0,0,0,2,0,0
brava,0,0,0,2,0,0
musicians,0,0,0,2,5,0
annoys,0,0,0,2,0,0
puritan,0,0,0,1,1,0
barbarism,0,0,0,1,2,1
megalomaniac,0,0,0,1,0,0
mocker,0,0,0,1,0,0
parodying,0,0,0,1,1,0
spoons,0,0,0,1,0,0
sprightly,0,0,0,3,0,0
cameo,0,0,0,1,0,0
massacre,0,0,0,1,0,0
bartholomew,0,0,0,1,0,0
installation,0,0,0,1,0,0
patronize,0,0,0,2,0,0
repulsed,0,0,0,1,0,0
wounding,0,0,0,1,0,0
sheathe,0,0,0,2,0,0
cajolery,0,0,0,1,0,0
suspects,0,0,0,2,0,0
congo,0,0,0,1,0,0
initiated,0,0,0,1,1,0
tray,0,0,0,1,0,0
repasts,0,0,0,1,0,0
wealthier,0,0,0,1,0,0
concludes,0,0,0,1,0,0
albania,0,0,0,2,0,0
chastity,0,0,0,2,1,0
countrywomen,0,0,0,1,0,0
claire,0,0,0,1,0,0
marie,0,0,0,1,0,0
dionysius,0,0,0,1,3,0
enjoin,0,0,0,1,1,0
vasiliki,0,0,0,14,0,0
silks,0,0,0,1,0,0
plato,0,0,0,2,367,0
fluently,0,0,0,2,2,0
interdicted,0,0,0,1,1,0
salvers,0,0,0,1,0,0
sherbet,0,0,0,1,0,0
signora,0,0,0,7,0,0
omnibuses,0,0,0,1,0,0
tinkling,0,0,0,1,0,0
converses,0,0,0,1,0,0
forgets,0,0,0,2,5,0
veils,0,0,0,2,1,0
solicit,0,0,0,1,0,0
alms,0,0,0,2,1,1
lendeth,0,0,0,1,0,0
scimitar,0,0,0,2,1,0
actress,0,0,0,1,0,0
purses,0,0,0,1,3,1
selim,0,0,0,29,0,0
supernaturally,0,0,0,1,0,0
pythoness,0,0,0,1,0,0
evoking,0,0,0,1,0,0
kiosk,0,0,0,7,0,0
palikares,0,0,0,8,0,0
rowers,0,0,0,2,0,0
seraskier,0,0,0,3,0,0
kourchid,0,0,0,5,0,0
kataphygion,0,0,0,1,0,0
bathing,0,0,0,2,0,0
slowmatch,0,0,0,1,0,0
tenure,0,0,0,1,1,0
lichens,0,0,0,1,0,0
firman,0,0,0,2,0,0
inauspicious,0,0,0,3,0,0
iced,0,0,0,2,0,0
anointed,0,0,0,1,1,0
lattice,0,0,0,1,0,0
cartridges,0,0,0,1,0,0
vizier,0,0,0,11,0,0
contemplating,0,0,0,4,1,0
dionysus,0,0,0,1,0,0
crete,0,0,0,2,1,0
undaunted,0,0,0,1,0,0
despatching,0,0,0,1,0,0
prostrated,0,0,0,2,1,0
crater,0,0,0,1,0,0
heartrending,0,0,0,2,0,0
poniards,0,0,0,2,0,0
pervading,0,0,0,1,0,0
armenian,0,0,0,2,0,0
mahmoud,0,0,0,1,0,0
disclosures,0,0,0,1,0,0
rudeness,0,0,0,1,0,0
communications,0,0,0,1,1,0
concise,0,0,0,2,0,0
irrefragable,0,0,0,1,0,0
laird,0,0,0,1,0,0
ravenswood,0,0,0,1,0,0
worshiped,0,0,0,1,0,0
consistently,0,0,0,1,0,1
stickler,0,0,0,1,0,0
rites,0,0,0,1,1,0
remodel,0,0,0,1,0,0
humbled,0,0,0,2,2,0
plighted,0,0,0,1,0,0
allying,0,0,0,1,0,0
ebullition,0,0,0,3,0,0
evincing,0,0,0,1,0,0
failings,0,0,0,1,0,0
implies,0,0,0,1,12,0
slander,0,0,0,2,1,0
injures,0,0,0,1,0,0
